"BY","stock","surv","stockName","jurisdiction","smoltType","adultRunTiming","region","lat","long"
1987,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1988,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1989,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1990,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1991,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1992,"UNU",0.0191,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1993,"UNU",0.0747,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1994,"UNU",0.028,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1995,"UNU",0.0747,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1996,"UNU",0.0688,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1997,"UNU",0.04,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1998,"UNU",0.0937,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1999,"UNU",0.0265,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2000,"UNU",0.0585,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2001,"UNU",0.0224,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2002,"UNU",0.0453,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2003,"UNU",0.0267,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2004,"UNU",0.0233,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2005,"UNU",0.0407,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2006,"UNU",0.014,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2007,"UNU",0.0185,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2008,"UNU",0.013,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2009,"UNU",0.0195,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2010,"UNU",0.0316,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2011,"UNU",0.0276,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2012,"UNU",0.014,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2013,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
2014,"UNU",NA,"Unuk Spring","AK","streamtype","Spring","SEAK","56.0772","-131.0753"
1971,"AKS",NA,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1972,"AKS",NA,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1973,"AKS",NA,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1974,"AKS",NA,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1975,"AKS",NA,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1976,"AKS",0.2529,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1977,"AKS",0.0237,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1978,"AKS",0.0685,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1979,"AKS",0.1846,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1980,"AKS",0.1466,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1981,"AKS",0.1729,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1982,"AKS",0.2304,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1983,"AKS",0.1524,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1984,"AKS",0.104,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1985,"AKS",0.0574,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1986,"AKS",0.123,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1987,"AKS",0.0617,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1988,"AKS",0.0439,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1989,"AKS",0.032,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1990,"AKS",0.04,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1991,"AKS",0.0497,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1992,"AKS",0.0446,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1993,"AKS",0.0286,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1994,"AKS",0.048,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1995,"AKS",0.0439,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1996,"AKS",0.1035,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1997,"AKS",0.0385,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1998,"AKS",0.062,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1999,"AKS",0.0707,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2000,"AKS",0.0811,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2001,"AKS",0.0898,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2002,"AKS",0.0831,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2003,"AKS",0.1053,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2004,"AKS",0.0687,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2005,"AKS",0.0605,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2006,"AKS",0.0387,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2007,"AKS",0.0303,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2008,"AKS",0.0454,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2009,"AKS",0.0328,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2010,"AKS",0.0605,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2011,"AKS",0.0378,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2012,"AKS",0.0258,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2013,"AKS",0.0423,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
2014,"AKS",NA,"Alaska Spring","AK","streamtype","Spring","SEAK","na","na"
1971,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1972,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1973,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1974,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1975,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1976,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1977,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1978,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1979,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1980,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1981,"NKS",0.024,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1982,"NKS",0.0114,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1983,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1984,"NKS",0.036,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1985,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1986,"NKS",0.001,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1987,"NKS",0.0035,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1988,"NKS",0.0121,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1989,"NKS",0.0155,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1990,"NKS",0.0185,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1991,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1992,"NKS",0.004,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1993,"NKS",0.0034,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1994,"NKS",0.0022,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1995,"NKS",0.0015,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1996,"NKS",0.0061,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1997,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1998,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1999,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2000,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2001,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2002,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2003,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2004,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2005,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2006,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2007,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2008,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2009,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2010,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2011,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2012,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2013,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2014,"NKS",NA,"Nooksack Spring Yearling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1971,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1972,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1973,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1974,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1975,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1976,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1977,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1978,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1979,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1980,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1981,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1982,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1983,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1984,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1985,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1986,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1987,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1988,"NSF",0.0029,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1989,"NSF",0.0065,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1990,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1991,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1992,"NSF",0.0027,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1993,"NSF",0.0091,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1994,"NSF",0.046,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1995,"NSF",0.0089,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1996,"NSF",0.0337,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1997,"NSF",0.0132,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1998,"NSF",0.0265,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1999,"NSF",0.0119,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2000,"NSF",0.0054,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2001,"NSF",0.0176,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2002,"NSF",0.0058,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2003,"NSF",0.0078,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2004,"NSF",0.0067,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2005,"NSF",0.0187,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2006,"NSF",0.008,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2007,"NSF",0.0146,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2008,"NSF",0.0058,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2009,"NSF",0.0081,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2010,"NSF",0.0154,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2011,"NSF",0.0177,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2012,"NSF",0.0354,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2013,"NSF",0.0495,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
2014,"NSF",NA,"Nooksack Spring Fingerling","WA","streamtype","Spring","NPGSD","48.7841","-122.5883"
1971,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1972,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1973,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1974,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1975,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1976,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1977,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1978,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1979,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1980,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1981,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1982,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1983,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1984,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1985,"SKF",0.0067,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1986,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1987,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1988,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1989,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1990,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1991,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1992,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1993,"SKF",0.0075,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1994,"SKF",0.0117,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1995,"SKF",0.0071,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1996,"SKF",0.0414,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1997,"SKF",0.0142,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1998,"SKF",0.0282,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1999,"SKF",0.0147,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2000,"SKF",0.0073,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2001,"SKF",0.0094,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2002,"SKF",0.0168,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2003,"SKF",0.0186,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2004,"SKF",0.0268,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2005,"SKF",0.0092,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2006,"SKF",0.0115,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2007,"SKF",0.0212,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2008,"SKF",0.0181,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2009,"SKF",0.0146,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2010,"SKF",0.0119,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2011,"SKF",0.0145,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2012,"SKF",0.008,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2013,"SKF",0.0323,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
2014,"SKF",NA,"Skagit Spring Fingerling","WA","oceantype","Spring","NPGSD","48.3873","-122.3686"
1971,"SKS",NA,"Skagit Spring Yearling","WA","streamtype","Spring","NPGSD","48.3873","-122.3686"
1972,"SKS",NA,"Skagit Spring Yearling","WA","streamtype","Spring","NPGSD","48.3873","-122.3686"
