"brood_year","stock","stock_name","smolt","run","region","lat","long","j_group","j_group2","j_group3","a_group","a_group2","survival","M"
"1992","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.00732422,4.91656861439054
"1993","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.009288623,4.6789649610393
"1994","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.000949756,6.95930544846453
"1995","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.004368054,5.43343767797859
"1996","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.002474348,6.00177835200984
"1997","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.003233406,5.73421920816665
"1998","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.01138126,4.47578713585063
"1999","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.02194193,3.81935586082071
"2000","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.003348948,5.69910901231361
"2001","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.007927575,4.83740809085859
"2002","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.006574643,5.02453499897037
"2003","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.003432372,5.67450371162198
"2004","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.003018749,5.80291277182639
"2005","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.006592075,5.0218871090125
"2006","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.005754129,5.15783759491743
"2007","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.02723676,3.60318774750635
"2008","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.008990255,4.71161406605105
"2009","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.02606903,3.64700725924716
"2010","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.05811077,2.84540426225154
"2011","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.02057371,3.88374123183293
"2012","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.03749626,3.28351408431281
"2013","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.008420555,4.77707953841086
"2014","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.0017464,6.35019875272854
"2015","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.002209416,6.11502705176722
"2016","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",0.008906162,4.72101188226378
"2017","HAN","Hanford Wild Brights","oceantype","fall","UCOLR",46.215,-123.862,"south","south","south_oceantype","columbia","columbia",NA,NA
"1971","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1972","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1973","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1974","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1975","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1976","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1977","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1978","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1979","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1980","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"1981","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.2396692,1.42849563974863
"1982","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.03804174,3.26907130102613
"1983","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01069239,4.53822300550088
"1984","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01108367,4.50228242506987
"1985","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01374559,4.28703723358628
"1986","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.07224486,2.62769409638881
"1987","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02630558,3.63797419500234
"1988","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.108545,2.22059044544142
"1989","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.07207067,2.63010811357172
"1990","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02195301,3.81885101902185
"1991","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.004025685,5.51506019625626
"1992","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.006471444,5.04035601144534
"1993","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02045638,3.88946046470901
"1994","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.03781096,3.27515627129318
"1995","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01003783,4.60139432353736
"1996","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02324577,3.76163209898491
"1997","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.008297097,4.79184958439569
"1998","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.009150413,4.69395626410131
"1999","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.0209583,3.86522052968886
"2000","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01435001,4.24400463991264
"2001","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02407369,3.7266357360702
"2002","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.008603918,4.75553759807302
"2003","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01371309,4.28940442787067
"2004","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",NA,NA
"2005","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.06803599,2.68771844911131
"2006","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.00746149,4.89800015280674
"2007","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.0574197,2.85736782896326
"2008","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01985014,3.91954421897708
"2009","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01033716,4.57201010913694
"2010","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.04702488,3.05707845563243
"2011","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.03503051,3.35153588292925
"2012","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.007042313,4.95581861163693
"2013","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.01869253,3.97963130016973
"2014","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02364826,3.74446573968951
"2015","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.02761228,3.58949467767371
"2016","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.05150217,2.96613133627781
"2017","HAR","Harrison River","oceantype","fall","LFR",49.218903,-121.945066,"salish","sog","sog_oceantype","south","south",0.003190629,5.74753720293916
"1971","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1972","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1973","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1974","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1975","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1976","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1977","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1978","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1979","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.01015669,4.58962267731362
"1980","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.0171892,4.06347399935562
"1981","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.01945396,3.93970463066942
"1982","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",NA,NA
"1983","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.01177099,4.44211724909765
"1984","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.01708434,4.06959302453858
"1985","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.008208459,4.80259007106462
"1986","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.002034965,6.19727665925268
"1987","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.01611742,4.12785460434075
"1988","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.00387322,5.55366907655129
"1989","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.001422063,6.555646644785
"1990","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.002874434,5.8518994936794
"1991","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.008648938,4.75031874014224
"1992","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.008268811,4.79526455295513
"1993","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.005509194,5.20133694600904
"1994","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.009327619,4.67477549497661
"1995","KLM","Kitsumkalum River Summer","oceantype","summer","NBC",54.520959,-128.660892,"north","north","north_oceantype","north","north",0.004299915,5.44916002391986
